feature_number,RT,mz,RI,Name,CAS Num,Formula,Total Score,HRF Score,RHRF Score,SI,RSI,Elements Found[%],Molecular Weight,Theo. Mol. Mass,Observed Mol. Mass,DeltaMass [Da],DeltaMass [ppm],M+ In Lib,M+ found,Selected,Library,Library Hit key,Library ID Number,Library RI,RI Column type,RI Delta,RI Diff[%],Sample1,Sample2,Sample47,Sample48,blank_10,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,blank_11,Sample58,Sample59,Sample60,Sample61,Sample62,Sample63,blank_12,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample70,Sample71,blank_13,Sample72,Sample73,Sample74,Sample75,Sample76,Sample77,Sample78,Sample79,Sample80,Sample81,blank_14,Sample82,Sample83,Sample84,Sample85,Sample86,blank_15,Sample87,Sample88,Sample89,Sample90,Sample91,blank_1,Sample3,Sample4,Sample5,Sample6,Sample7,blank_2,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,blank_3,Sample16,Sample17,Sample18,Sample19,blank_4,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,blank_5,Sample27,Sample28,Sample29,Sample30,Sample31,blank_6,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,blank_7,Sample43,Sample44,blank_8,Sample45,Sample46,blank_9,Std_1,Std_2,Std_3,Std_4,Std_5,Std_6,QC_1,QC_2,QC_3,QC_4,QC_8,QC_9,QC_10,QC_11,QC_12,QC_13,QC_14,QC_15,QC_5,QC_6,QC_7,tracers_1,tracers_2,tracers_3,tracers_4,tracers_5,tracers_6,Avg TIC
group_132,6.954,99.04401,1296,"Propenoic acid, 3-(2-thienyl)-, (4-methyl-2-nitrophenyl) ester",284665-12-9,C14 H11 N O4 S,48.2,4.2,4.5,588,719,60,289.04088,289.04033,,,,True,False,False,mainlib,mainlib153523,153523,,,,,65460,20254,20548,35135,195253,132,121932,21893,94,180594,87397,7709,10839.0,44327.0,33140.0,21618.0,4487.0,512.0,345.5,26340.0,43916.0,3209.0,325902.0,21345.0,393631.0,92160.0,10903.0,380.5,1920.5,98083.0,8400.0,1170.0,245.0,136371.0,7156.0,3000.5,30392.0,67055.0,41218.0,33510.0,240952.0,171.5,86141.0,1203.0,13695.0,17164.0,956.5,12137.0,223033.0,167225.0,1004.5,14167.0,36761.0,268504.0,1040.5,35731.0,26673.0,8388.0,42016.0,7103.0,46264.0,8773.0,71292.0,31365.0,18584.0,160852.0,34009.0,244.5,160265.0,5472.0,3942.0,66350.0,41820.0,1395.0,29287.0,32564.0,167563.0,13495.0,425.0,70657.0,401.0,83099.0,1333.0,952.5,21010.0,76536.0,22962.0,68258.0,149107.0,51143.0,736.0,19931.0,25327.0,842.5,44986.0,17715.0,7076.0,857.5,14289.0,106221.0,44986.0,711.5,616.0,5500.0,356.5,25831.0,77798.0,151459.0,507214.0,60.5,59.5,69.0,11264.0,14919.0,128596.0,9639.0,20541.0,282371.0,2956.0,95094.0,14299.0,9795.0,24182.0,25276.0,33256.0,13259.0,11076.0,16242.0,13299.0,5254.0,2694.0,1125.0,62.5,1129541
group_132,6.954,99.04401,1296,"Benzenesulfonamide, N-[2-(dimethylamino)-5-pyrimidinyl]-",14233-47-7,C12 H14 N4 O2 S,46.1,4.2,0,601,703,60,278.08375,278.0832,,,,True,False,False,mainlib,mainlib153609,153609,,,,,65460,20254,20548,35135,195253,132,121932,21893,94,180594,87397,7709,10839.0,44327.0,33140.0,21618.0,4487.0,512.0,345.5,26340.0,43916.0,3209.0,325902.0,21345.0,393631.0,92160.0,10903.0,380.5,1920.5,98083.0,8400.0,1170.0,245.0,136371.0,7156.0,3000.5,30392.0,67055.0,41218.0,33510.0,240952.0,171.5,86141.0,1203.0,13695.0,17164.0,956.5,12137.0,223033.0,167225.0,1004.5,14167.0,36761.0,268504.0,1040.5,35731.0,26673.0,8388.0,42016.0,7103.0,46264.0,8773.0,71292.0,31365.0,18584.0,160852.0,34009.0,244.5,160265.0,5472.0,3942.0,66350.0,41820.0,1395.0,29287.0,32564.0,167563.0,13495.0,425.0,70657.0,401.0,83099.0,1333.0,952.5,21010.0,76536.0,22962.0,68258.0,149107.0,51143.0,736.0,19931.0,25327.0,842.5,44986.0,17715.0,7076.0,857.5,14289.0,106221.0,44986.0,711.5,616.0,5500.0,356.5,25831.0,77798.0,151459.0,507214.0,60.5,59.5,69.0,11264.0,14919.0,128596.0,9639.0,20541.0,282371.0,2956.0,95094.0,14299.0,9795.0,24182.0,25276.0,33256.0,13259.0,11076.0,16242.0,13299.0,5254.0,2694.0,1125.0,62.5,1129541
group_133,6.981,111.11683,1300,"1-Octanol, 2-butyl-",3913-02-8,C12 H26 O,90.3,99.9,100,857,857,66,186.19837,186.19782,,,,False,False,True,replib,replib7324,7324,1277,SemiStandardNonPolar,23,1.8,128134,20574,138458,62954,445215,763069,993860,147636,41142,8937446,25635,19805,44664.0,132042.0,402646.0,28895.0,189391.0,532885.0,554717.0,445129.0,600582.0,120265.0,380917.0,56738.0,572924.0,444765.0,50953.0,445328.0,538235.0,315403.0,160859.0,113204.0,924829.0,386946.0,20927.0,1901129.0,174.5,284534.0,207456.0,278089.0,4646.0,961635.0,2347687.0,2610855.0,115997.0,161278.0,2149888.0,114182.0,2414288.0,2042858.0,2781402.0,240616.0,340316.0,1865508.0,2738301.0,362908.0,183916.0,42340.0,595143.0,123142.0,593354.0,46512.0,841204.0,341651.0,232121.0,242354.0,84913.0,639920.0,658087.0,309602.0,181331.0,568945.0,79170.0,391590.0,121838.0,115433.0,284057.0,128700.0,299458.0,156667.0,41013.0,885316.0,41009.0,617107.0,31766.0,327435.0,52711.0,484143.0,617673.0,39574.0,607209.0,83362.0,70749.0,467815.0,144999.0,46413.0,52054.0,631515.0,114295.0,555561.0,254395.0,1061566.0,645142.0,29271.0,345529.0,183979.0,9716484.0,16390794.0,31082173.0,1695.0,141.0,69.0,49320.0,66657.0,940468.0,12924.0,36067.0,448341.0,9173.0,745355.0,21750.0,28321.0,99605.0,61706.0,981819.0,86015.0,26987.0,553322.0,1050189.0,395808.0,134684.0,105213.0,27913.0,46230642
group_133,6.981,111.11683,1300,"Oxalic acid, allyl decyl ester",,C15 H26 O4,90.2,99.9,100,842,847,66,270.18311,270.18256,,,,False,False,False,mainlib,mainlib2841,2841,,,,,128134,20574,138458,62954,445215,763069,993860,147636,41142,8937446,25635,19805,44664.0,132042.0,402646.0,28895.0,189391.0,532885.0,554717.0,445129.0,600582.0,120265.0,380917.0,56738.0,572924.0,444765.0,50953.0,445328.0,538235.0,315403.0,160859.0,113204.0,924829.0,386946.0,20927.0,1901129.0,174.5,284534.0,207456.0,278089.0,4646.0,961635.0,2347687.0,2610855.0,115997.0,161278.0,2149888.0,114182.0,2414288.0,2042858.0,2781402.0,240616.0,340316.0,1865508.0,2738301.0,362908.0,183916.0,42340.0,595143.0,123142.0,593354.0,46512.0,841204.0,341651.0,232121.0,242354.0,84913.0,639920.0,658087.0,309602.0,181331.0,568945.0,79170.0,391590.0,121838.0,115433.0,284057.0,128700.0,299458.0,156667.0,41013.0,885316.0,41009.0,617107.0,31766.0,327435.0,52711.0,484143.0,617673.0,39574.0,607209.0,83362.0,70749.0,467815.0,144999.0,46413.0,52054.0,631515.0,114295.0,555561.0,254395.0,1061566.0,645142.0,29271.0,345529.0,183979.0,9716484.0,16390794.0,31082173.0,1695.0,141.0,69.0,49320.0,66657.0,940468.0,12924.0,36067.0,448341.0,9173.0,745355.0,21750.0,28321.0,99605.0,61706.0,981819.0,86015.0,26987.0,553322.0,1050189.0,395808.0,134684.0,105213.0,27913.0,46230642
group_133,6.981,111.11683,1300,"Pentanoic acid, 1,1-dimethylpropyl ester",117421-32-6,C10 H20 O2,90,99.9,100,679,839,66,172.14633,172.14578,,,,False,False,False,mainlib,mainlib68360,68360,,,,,128134,20574,138458,62954,445215,763069,993860,147636,41142,8937446,25635,19805,44664.0,132042.0,402646.0,28895.0,189391.0,532885.0,554717.0,445129.0,600582.0,120265.0,380917.0,56738.0,572924.0,444765.0,50953.0,445328.0,538235.0,315403.0,160859.0,113204.0,924829.0,386946.0,20927.0,1901129.0,174.5,284534.0,207456.0,278089.0,4646.0,961635.0,2347687.0,2610855.0,115997.0,161278.0,2149888.0,114182.0,2414288.0,2042858.0,2781402.0,240616.0,340316.0,1865508.0,2738301.0,362908.0,183916.0,42340.0,595143.0,123142.0,593354.0,46512.0,841204.0,341651.0,232121.0,242354.0,84913.0,639920.0,658087.0,309602.0,181331.0,568945.0,79170.0,391590.0,121838.0,115433.0,284057.0,128700.0,299458.0,156667.0,41013.0,885316.0,41009.0,617107.0,31766.0,327435.0,52711.0,484143.0,617673.0,39574.0,607209.0,83362.0,70749.0,467815.0,144999.0,46413.0,52054.0,631515.0,114295.0,555561.0,254395.0,1061566.0,645142.0,29271.0,345529.0,183979.0,9716484.0,16390794.0,31082173.0,1695.0,141.0,69.0,49320.0,66657.0,940468.0,12924.0,36067.0,448341.0,9173.0,745355.0,21750.0,28321.0,99605.0,61706.0,981819.0,86015.0,26987.0,553322.0,1050189.0,395808.0,134684.0,105213.0,27913.0,46230642
group_133,6.981,111.11683,1300,"1-Decanol, 2-ethyl-",21078-65-9,C12 H26 O,89.8,99.9,100,832,832,66,186.19837,186.19782,,,,False,False,False,mainlib,mainlib27764,27764,,,,,128134,20574,138458,62954,445215,763069,993860,147636,41142,8937446,25635,19805,44664.0,132042.0,402646.0,28895.0,189391.0,532885.0,554717.0,445129.0,600582.0,120265.0,380917.0,56738.0,572924.0,444765.0,50953.0,445328.0,538235.0,315403.0,160859.0,113204.0,924829.0,386946.0,20927.0,1901129.0,174.5,284534.0,207456.0,278089.0,4646.0,961635.0,2347687.0,2610855.0,115997.0,161278.0,2149888.0,114182.0,2414288.0,2042858.0,2781402.0,240616.0,340316.0,1865508.0,2738301.0,362908.0,183916.0,42340.0,595143.0,123142.0,593354.0,46512.0,841204.0,341651.0,232121.0,242354.0,84913.0,639920.0,658087.0,309602.0,181331.0,568945.0,79170.0,391590.0,121838.0,115433.0,284057.0,128700.0,299458.0,156667.0,41013.0,885316.0,41009.0,617107.0,31766.0,327435.0,52711.0,484143.0,617673.0,39574.0,607209.0,83362.0,70749.0,467815.0,144999.0,46413.0,52054.0,631515.0,114295.0,555561.0,254395.0,1061566.0,645142.0,29271.0,345529.0,183979.0,9716484.0,16390794.0,31082173.0,1695.0,141.0,69.0,49320.0,66657.0,940468.0,12924.0,36067.0,448341.0,9173.0,745355.0,21750.0,28321.0,99605.0,61706.0,981819.0,86015.0,26987.0,553322.0,1050189.0,395808.0,134684.0,105213.0,27913.0,46230642
group_133,6.981,111.11683,1300,"1-Hexanol, 5-methyl-2-(1-methylethyl)-",2051-33-4,C10 H22 O,89.8,99.9,100,816,829,66,158.16707,158.16652,,,,False,False,False,replib,replib2737,2737,,,,,128134,20574,138458,62954,445215,763069,993860,147636,41142,8937446,25635,19805,44664.0,132042.0,402646.0,28895.0,189391.0,532885.0,554717.0,445129.0,600582.0,120265.0,380917.0,56738.0,572924.0,444765.0,50953.0,445328.0,538235.0,315403.0,160859.0,113204.0,924829.0,386946.0,20927.0,1901129.0,174.5,284534.0,207456.0,278089.0,4646.0,961635.0,2347687.0,2610855.0,115997.0,161278.0,2149888.0,114182.0,2414288.0,2042858.0,2781402.0,240616.0,340316.0,1865508.0,2738301.0,362908.0,183916.0,42340.0,595143.0,123142.0,593354.0,46512.0,841204.0,341651.0,232121.0,242354.0,84913.0,639920.0,658087.0,309602.0,181331.0,568945.0,79170.0,391590.0,121838.0,115433.0,284057.0,128700.0,299458.0,156667.0,41013.0,885316.0,41009.0,617107.0,31766.0,327435.0,52711.0,484143.0,617673.0,39574.0,607209.0,83362.0,70749.0,467815.0,144999.0,46413.0,52054.0,631515.0,114295.0,555561.0,254395.0,1061566.0,645142.0,29271.0,345529.0,183979.0,9716484.0,16390794.0,31082173.0,1695.0,141.0,69.0,49320.0,66657.0,940468.0,12924.0,36067.0,448341.0,9173.0,745355.0,21750.0,28321.0,99605.0,61706.0,981819.0,86015.0,26987.0,553322.0,1050189.0,395808.0,134684.0,105213.0,27913.0,46230642
group_133,6.981,111.11683,1300,"1-Heptanol, 2-propyl-",10042-59-8,C10 H22 O,89.7,99.9,100,823,823,66,158.16707,158.16652,,,,False,False,False,mainlib,mainlib8698,8698,,,,,128134,20574,138458,62954,445215,763069,993860,147636,41142,8937446,25635,19805,44664.0,132042.0,402646.0,28895.0,189391.0,532885.0,554717.0,445129.0,600582.0,120265.0,380917.0,56738.0,572924.0,444765.0,50953.0,445328.0,538235.0,315403.0,160859.0,113204.0,924829.0,386946.0,20927.0,1901129.0,174.5,284534.0,207456.0,278089.0,4646.0,961635.0,2347687.0,2610855.0,115997.0,161278.0,2149888.0,114182.0,2414288.0,2042858.0,2781402.0,240616.0,340316.0,1865508.0,2738301.0,362908.0,183916.0,42340.0,595143.0,123142.0,593354.0,46512.0,841204.0,341651.0,232121.0,242354.0,84913.0,639920.0,658087.0,309602.0,181331.0,568945.0,79170.0,391590.0,121838.0,115433.0,284057.0,128700.0,299458.0,156667.0,41013.0,885316.0,41009.0,617107.0,31766.0,327435.0,52711.0,484143.0,617673.0,39574.0,607209.0,83362.0,70749.0,467815.0,144999.0,46413.0,52054.0,631515.0,114295.0,555561.0,254395.0,1061566.0,645142.0,29271.0,345529.0,183979.0,9716484.0,16390794.0,31082173.0,1695.0,141.0,69.0,49320.0,66657.0,940468.0,12924.0,36067.0,448341.0,9173.0,745355.0,21750.0,28321.0,99605.0,61706.0,981819.0,86015.0,26987.0,553322.0,1050189.0,395808.0,134684.0,105213.0,27913.0,46230642
group_133,6.981,111.11683,1300,"Tetradecane, 1-fluoro-",593-33-9,C14 H29 F,89.4,99.9,100,807,810,66,216.22533,216.22478,,,,True,False,False,mainlib,mainlib6786,6786,,,,,128134,20574,138458,62954,445215,763069,993860,147636,41142,8937446,25635,19805,44664.0,132042.0,402646.0,28895.0,189391.0,532885.0,554717.0,445129.0,600582.0,120265.0,380917.0,56738.0,572924.0,444765.0,50953.0,445328.0,538235.0,315403.0,160859.0,113204.0,924829.0,386946.0,20927.0,1901129.0,174.5,284534.0,207456.0,278089.0,4646.0,961635.0,2347687.0,2610855.0,115997.0,161278.0,2149888.0,114182.0,2414288.0,2042858.0,2781402.0,240616.0,340316.0,1865508.0,2738301.0,362908.0,183916.0,42340.0,595143.0,123142.0,593354.0,46512.0,841204.0,341651.0,232121.0,242354.0,84913.0,639920.0,658087.0,309602.0,181331.0,568945.0,79170.0,391590.0,121838.0,115433.0,284057.0,128700.0,299458.0,156667.0,41013.0,885316.0,41009.0,617107.0,31766.0,327435.0,52711.0,484143.0,617673.0,39574.0,607209.0,83362.0,70749.0,467815.0,144999.0,46413.0,52054.0,631515.0,114295.0,555561.0,254395.0,1061566.0,645142.0,29271.0,345529.0,183979.0,9716484.0,16390794.0,31082173.0,1695.0,141.0,69.0,49320.0,66657.0,940468.0,12924.0,36067.0,448341.0,9173.0,745355.0,21750.0,28321.0,99605.0,61706.0,981819.0,86015.0,26987.0,553322.0,1050189.0,395808.0,134684.0,105213.0,27913.0,46230642
group_133,6.981,111.11683,1300,"Dodecane, 1-fluoro-",334-68-9,C12 H25 F,89.3,99.9,100,802,803,66,188.19403,188.19348,,,,True,False,False,mainlib,mainlib28471,28471,,,,,128134,20574,138458,62954,445215,763069,993860,147636,41142,8937446,25635,19805,44664.0,132042.0,402646.0,28895.0,189391.0,532885.0,554717.0,445129.0,600582.0,120265.0,380917.0,56738.0,572924.0,444765.0,50953.0,445328.0,538235.0,315403.0,160859.0,113204.0,924829.0,386946.0,20927.0,1901129.0,174.5,284534.0,207456.0,278089.0,4646.0,961635.0,2347687.0,2610855.0,115997.0,161278.0,2149888.0,114182.0,2414288.0,2042858.0,2781402.0,240616.0,340316.0,1865508.0,2738301.0,362908.0,183916.0,42340.0,595143.0,123142.0,593354.0,46512.0,841204.0,341651.0,232121.0,242354.0,84913.0,639920.0,658087.0,309602.0,181331.0,568945.0,79170.0,391590.0,121838.0,115433.0,284057.0,128700.0,299458.0,156667.0,41013.0,885316.0,41009.0,617107.0,31766.0,327435.0,52711.0,484143.0,617673.0,39574.0,607209.0,83362.0,70749.0,467815.0,144999.0,46413.0,52054.0,631515.0,114295.0,555561.0,254395.0,1061566.0,645142.0,29271.0,345529.0,183979.0,9716484.0,16390794.0,31082173.0,1695.0,141.0,69.0,49320.0,66657.0,940468.0,12924.0,36067.0,448341.0,9173.0,745355.0,21750.0,28321.0,99605.0,61706.0,981819.0,86015.0,26987.0,553322.0,1050189.0,395808.0,134684.0,105213.0,27913.0,46230642
group_133,6.981,111.11683,1300,"Ether, hexyl pentyl",32357-83-8,C11 H24 O,89.3,99.9,100,724,806,66,172.18272,172.18217,,,,False,False,False,mainlib,mainlib9919,9919,,,,,128134,20574,138458,62954,445215,763069,993860,147636,41142,8937446,25635,19805,44664.0,132042.0,402646.0,28895.0,189391.0,532885.0,554717.0,445129.0,600582.0,120265.0,380917.0,56738.0,572924.0,444765.0,50953.0,445328.0,538235.0,315403.0,160859.0,113204.0,924829.0,386946.0,20927.0,1901129.0,174.5,284534.0,207456.0,278089.0,4646.0,961635.0,2347687.0,2610855.0,115997.0,161278.0,2149888.0,114182.0,2414288.0,2042858.0,2781402.0,240616.0,340316.0,1865508.0,2738301.0,362908.0,183916.0,42340.0,595143.0,123142.0,593354.0,46512.0,841204.0,341651.0,232121.0,242354.0,84913.0,639920.0,658087.0,309602.0,181331.0,568945.0,79170.0,391590.0,121838.0,115433.0,284057.0,128700.0,299458.0,156667.0,41013.0,885316.0,41009.0,617107.0,31766.0,327435.0,52711.0,484143.0,617673.0,39574.0,607209.0,83362.0,70749.0,467815.0,144999.0,46413.0,52054.0,631515.0,114295.0,555561.0,254395.0,1061566.0,645142.0,29271.0,345529.0,183979.0,9716484.0,16390794.0,31082173.0,1695.0,141.0,69.0,49320.0,66657.0,940468.0,12924.0,36067.0,448341.0,9173.0,745355.0,21750.0,28321.0,99605.0,61706.0,981819.0,86015.0,26987.0,553322.0,1050189.0,395808.0,134684.0,105213.0,27913.0,46230642
group_133,6.981,111.11683,1300,"1-Dodecanol, 2-methyl-, (S)-",57289-26-6,C13 H28 O,89.2,99.9,100,802,802,66,200.21402,200.21347,,,,False,False,False,mainlib,mainlib27035,27035,,,,,128134,20574,138458,62954,445215,763069,993860,147636,41142,8937446,25635,19805,44664.0,132042.0,402646.0,28895.0,189391.0,532885.0,554717.0,445129.0,600582.0,120265.0,380917.0,56738.0,572924.0,444765.0,50953.0,445328.0,538235.0,315403.0,160859.0,113204.0,924829.0,386946.0,20927.0,1901129.0,174.5,284534.0,207456.0,278089.0,4646.0,961635.0,2347687.0,2610855.0,115997.0,161278.0,2149888.0,114182.0,2414288.0,2042858.0,2781402.0,240616.0,340316.0,1865508.0,2738301.0,362908.0,183916.0,42340.0,595143.0,123142.0,593354.0,46512.0,841204.0,341651.0,232121.0,242354.0,84913.0,639920.0,658087.0,309602.0,181331.0,568945.0,79170.0,391590.0,121838.0,115433.0,284057.0,128700.0,299458.0,156667.0,41013.0,885316.0,41009.0,617107.0,31766.0,327435.0,52711.0,484143.0,617673.0,39574.0,607209.0,83362.0,70749.0,467815.0,144999.0,46413.0,52054.0,631515.0,114295.0,555561.0,254395.0,1061566.0,645142.0,29271.0,345529.0,183979.0,9716484.0,16390794.0,31082173.0,1695.0,141.0,69.0,49320.0,66657.0,940468.0,12924.0,36067.0,448341.0,9173.0,745355.0,21750.0,28321.0,99605.0,61706.0,981819.0,86015.0,26987.0,553322.0,1050189.0,395808.0,134684.0,105213.0,27913.0,46230642
group_133,6.981,111.11683,1300,2-Ethyl-1-dodecanol,19780-33-7,C14 H30 O,89.2,99.9,100,799,800,66,214.22967,214.22912,,,,False,False,False,mainlib,mainlib27705,27705,,,,,128134,20574,138458,62954,445215,763069,993860,147636,41142,8937446,25635,19805,44664.0,132042.0,402646.0,28895.0,189391.0,532885.0,554717.0,445129.0,600582.0,120265.0,380917.0,56738.0,572924.0,444765.0,50953.0,445328.0,538235.0,315403.0,160859.0,113204.0,924829.0,386946.0,20927.0,1901129.0,174.5,284534.0,207456.0,278089.0,4646.0,961635.0,2347687.0,2610855.0,115997.0,161278.0,2149888.0,114182.0,2414288.0,2042858.0,2781402.0,240616.0,340316.0,1865508.0,2738301.0,362908.0,183916.0,42340.0,595143.0,123142.0,593354.0,46512.0,841204.0,341651.0,232121.0,242354.0,84913.0,639920.0,658087.0,309602.0,181331.0,568945.0,79170.0,391590.0,121838.0,115433.0,284057.0,128700.0,299458.0,156667.0,41013.0,885316.0,41009.0,617107.0,31766.0,327435.0,52711.0,484143.0,617673.0,39574.0,607209.0,83362.0,70749.0,467815.0,144999.0,46413.0,52054.0,631515.0,114295.0,555561.0,254395.0,1061566.0,645142.0,29271.0,345529.0,183979.0,9716484.0,16390794.0,31082173.0,1695.0,141.0,69.0,49320.0,66657.0,940468.0,12924.0,36067.0,448341.0,9173.0,745355.0,21750.0,28321.0,99605.0,61706.0,981819.0,86015.0,26987.0,553322.0,1050189.0,395808.0,134684.0,105213.0,27913.0,46230642
group_133,6.981,111.11683,1300,2-Isopropyl-5-methyl-1-heptanol,91337-07-4,C11 H24 O,89.2,99.9,100,799,799,66,172.18272,172.18217,,,,True,False,False,mainlib,mainlib29136,29136,,,,,128134,20574,138458,62954,445215,763069,993860,147636,41142,8937446,25635,19805,44664.0,132042.0,402646.0,28895.0,189391.0,532885.0,554717.0,445129.0,600582.0,120265.0,380917.0,56738.0,572924.0,444765.0,50953.0,445328.0,538235.0,315403.0,160859.0,113204.0,924829.0,386946.0,20927.0,1901129.0,174.5,284534.0,207456.0,278089.0,4646.0,961635.0,2347687.0,2610855.0,115997.0,161278.0,2149888.0,114182.0,2414288.0,2042858.0,2781402.0,240616.0,340316.0,1865508.0,2738301.0,362908.0,183916.0,42340.0,595143.0,123142.0,593354.0,46512.0,841204.0,341651.0,232121.0,242354.0,84913.0,639920.0,658087.0,309602.0,181331.0,568945.0,79170.0,391590.0,121838.0,115433.0,284057.0,128700.0,299458.0,156667.0,41013.0,885316.0,41009.0,617107.0,31766.0,327435.0,52711.0,484143.0,617673.0,39574.0,607209.0,83362.0,70749.0,467815.0,144999.0,46413.0,52054.0,631515.0,114295.0,555561.0,254395.0,1061566.0,645142.0,29271.0,345529.0,183979.0,9716484.0,16390794.0,31082173.0,1695.0,141.0,69.0,49320.0,66657.0,940468.0,12924.0,36067.0,448341.0,9173.0,745355.0,21750.0,28321.0,99605.0,61706.0,981819.0,86015.0,26987.0,553322.0,1050189.0,395808.0,134684.0,105213.0,27913.0,46230642
group_133,6.981,111.11683,1300,2-Hexyl-1-octanol,19780-79-1,C14 H30 O,89,99.9,100,786,787,66,214.22967,214.22912,,,,False,False,False,mainlib,mainlib27689,27689,,,,,128134,20574,138458,62954,445215,763069,993860,147636,41142,8937446,25635,19805,44664.0,132042.0,402646.0,28895.0,189391.0,532885.0,554717.0,445129.0,600582.0,120265.0,380917.0,56738.0,572924.0,444765.0,50953.0,445328.0,538235.0,315403.0,160859.0,113204.0,924829.0,386946.0,20927.0,1901129.0,174.5,284534.0,207456.0,278089.0,4646.0,961635.0,2347687.0,2610855.0,115997.0,161278.0,2149888.0,114182.0,2414288.0,2042858.0,2781402.0,240616.0,340316.0,1865508.0,2738301.0,362908.0,183916.0,42340.0,595143.0,123142.0,593354.0,46512.0,841204.0,341651.0,232121.0,242354.0,84913.0,639920.0,658087.0,309602.0,181331.0,568945.0,79170.0,391590.0,121838.0,115433.0,284057.0,128700.0,299458.0,156667.0,41013.0,885316.0,41009.0,617107.0,31766.0,327435.0,52711.0,484143.0,617673.0,39574.0,607209.0,83362.0,70749.0,467815.0,144999.0,46413.0,52054.0,631515.0,114295.0,555561.0,254395.0,1061566.0,645142.0,29271.0,345529.0,183979.0,9716484.0,16390794.0,31082173.0,1695.0,141.0,69.0,49320.0,66657.0,940468.0,12924.0,36067.0,448341.0,9173.0,745355.0,21750.0,28321.0,99605.0,61706.0,981819.0,86015.0,26987.0,553322.0,1050189.0,395808.0,134684.0,105213.0,27913.0,46230642
group_133,6.981,111.11683,1300,2-Methyl-1-undecanol,10522-26-6,C12 H26 O,88.9,99.9,100,777,784,66,186.19837,186.19782,,,,False,False,False,mainlib,mainlib27676,27676,,,,,128134,20574,138458,62954,445215,763069,993860,147636,41142,8937446,25635,19805,44664.0,132042.0,402646.0,28895.0,189391.0,532885.0,554717.0,445129.0,600582.0,120265.0,380917.0,56738.0,572924.0,444765.0,50953.0,445328.0,538235.0,315403.0,160859.0,113204.0,924829.0,386946.0,20927.0,1901129.0,174.5,284534.0,207456.0,278089.0,4646.0,961635.0,2347687.0,2610855.0,115997.0,161278.0,2149888.0,114182.0,2414288.0,2042858.0,2781402.0,240616.0,340316.0,1865508.0,2738301.0,362908.0,183916.0,42340.0,595143.0,123142.0,593354.0,46512.0,841204.0,341651.0,232121.0,242354.0,84913.0,639920.0,658087.0,309602.0,181331.0,568945.0,79170.0,391590.0,121838.0,115433.0,284057.0,128700.0,299458.0,156667.0,41013.0,885316.0,41009.0,617107.0,31766.0,327435.0,52711.0,484143.0,617673.0,39574.0,607209.0,83362.0,70749.0,467815.0,144999.0,46413.0,52054.0,631515.0,114295.0,555561.0,254395.0,1061566.0,645142.0,29271.0,345529.0,183979.0,9716484.0,16390794.0,31082173.0,1695.0,141.0,69.0,49320.0,66657.0,940468.0,12924.0,36067.0,448341.0,9173.0,745355.0,21750.0,28321.0,99605.0,61706.0,981819.0,86015.0,26987.0,553322.0,1050189.0,395808.0,134684.0,105213.0,27913.0,46230642
group_133,6.981,111.11683,1300,"1-Decanol, 2-methyl-",18675-24-6,C11 H24 O,88.8,99.9,100,781,781,66,172.18272,172.18217,,,,False,False,False,mainlib,mainlib27785,27785,,,,,128134,20574,138458,62954,445215,763069,993860,147636,41142,8937446,25635,19805,44664.0,132042.0,402646.0,28895.0,189391.0,532885.0,554717.0,445129.0,600582.0,120265.0,380917.0,56738.0,572924.0,444765.0,50953.0,445328.0,538235.0,315403.0,160859.0,113204.0,924829.0,386946.0,20927.0,1901129.0,174.5,284534.0,207456.0,278089.0,4646.0,961635.0,2347687.0,2610855.0,115997.0,161278.0,2149888.0,114182.0,2414288.0,2042858.0,2781402.0,240616.0,340316.0,1865508.0,2738301.0,362908.0,183916.0,42340.0,595143.0,123142.0,593354.0,46512.0,841204.0,341651.0,232121.0,242354.0,84913.0,639920.0,658087.0,309602.0,181331.0,568945.0,79170.0,391590.0,121838.0,115433.0,284057.0,128700.0,299458.0,156667.0,41013.0,885316.0,41009.0,617107.0,31766.0,327435.0,52711.0,484143.0,617673.0,39574.0,607209.0,83362.0,70749.0,467815.0,144999.0,46413.0,52054.0,631515.0,114295.0,555561.0,254395.0,1061566.0,645142.0,29271.0,345529.0,183979.0,9716484.0,16390794.0,31082173.0,1695.0,141.0,69.0,49320.0,66657.0,940468.0,12924.0,36067.0,448341.0,9173.0,745355.0,21750.0,28321.0,99605.0,61706.0,981819.0,86015.0,26987.0,553322.0,1050189.0,395808.0,134684.0,105213.0,27913.0,46230642
